Title,Link,Views,Upload Date,Duration
How to Find Creativity and Purpose in the Face of Adversity | Suleika Jaouad | TED,https://www.youtube.com/watch?v=QIr_eNVtJ58&pp=0gcJCX4JAYcqIYzv,32K views,1 year ago,
How to Close the Authority Gap | Mary Ann Sieghart | TED,https://www.youtube.com/watch?v=zJcYAqNfgtA,44K views,1 year ago,
How to Lead With Radical Candor | Kim Scott | TED,https://www.youtube.com/watch?v=vmxHUiiHgNk,93K views,1 year ago,
"How to Bridge Political Divides, from Two Friends on Opposing Sides | Samar Ali & Clint Brewer | TED",https://www.youtube.com/watch?v=xZT8cNQCq2s,29K views,1 year ago,
The Billion-Dollar Problem in Education | Tanishia Lavette Williams | TED,https://www.youtube.com/watch?v=WXosPmTQq4o,45K views,1 year ago,
"How Business Can Improve the World, Not Just the Bottom Line | Esha Chhabra | TED",https://www.youtube.com/watch?v=DL8_WHr9COs,49K views,1 year ago,
How Sci-Fi Informs Our Climate Future — and What to Do Next | Zainab Usman | TED,https://www.youtube.com/watch?v=TkpyR9VBwTs,29K views,1 year ago,
How AI and Democracy Can Fix Each Other | Divya Siddarth | TED,https://www.youtube.com/watch?v=H6MVJm9ElMA,31K views,1 year ago,
A Meditation on Rumi and the Power of Poetry | Leili Anvar | TED,https://www.youtube.com/watch?v=iyabl4dlxbY,68K views,1 year ago,
What’s the Point of Digital Fashion? | Karinna Grant | TED,https://www.youtube.com/watch?v=g2pVB9Ci5pI,59K views,1 year ago,
How Clicking a Single Link Can Cost Millions | Ryan Pullen | TED,https://www.youtube.com/watch?v=kFDaG9pAA1w,42K views,1 year ago,
How Poop Turns Into Forests | Ludmila Rattis | TED,https://www.youtube.com/watch?v=IGi948nVqlU,27K views,1 year ago,
Can Nanoparticles Help Fight Hunger? | Christy L. Haynes | TED,https://www.youtube.com/watch?v=IIT29JDuMXs,29K views,1 year ago,
TED Is 40 — Here’s How It All Started | Chris Anderson and Richard Saul Wurman | TED,https://www.youtube.com/watch?v=MjpO66YdP2s,30K views,1 year ago,
How to Design for Dignity During Times of War | Slava Balbek | TED,https://www.youtube.com/watch?v=qaE194b_Dk8,51K views,1 year ago,
Is Climate Change Slowing Down the Ocean? | Susan Lozier | TED,https://www.youtube.com/watch?v=n6ql90yGWt0,128K views,1 year ago,
"The Herds, a Vast Act of Theater to Spark Climate Action | Amir Nizar Zuabi | TED",https://www.youtube.com/watch?v=30a4OlkenNU,23K views,1 year ago,
What the World Can Learn From Ukraine’s Fight for Democracy | Olesya Khromeychuk | TED,https://www.youtube.com/watch?v=mJy_wVSKwwA,47K views,1 year ago,
“Atalanta” | The Merian Ensemble | TED,https://www.youtube.com/watch?v=EwWlzzns5q8,27K views,1 year ago,
"An Israeli and a Palestinian Talk Peace, Dignity and Safety | Ali Abu Awwad and Ami Dar | TED",https://www.youtube.com/watch?v=5knT5m2Kmrc,94K views,1 year ago,
True Love — and the Myth of “Happily Ever After” | Francesca Hogi | TED,https://www.youtube.com/watch?v=Fh5zMqbHC0U,71K views,1 year ago,
Life’s an Obstacle Course — Here’s How To Navigate It | Maryam Banikarim | TED,https://www.youtube.com/watch?v=d2om_PGtwWY,44K views,1 year ago,
The Climate Solutions Worth Funding — Now | Jonathan Foley | TED,https://www.youtube.com/watch?v=JJPfmH5r99k,56K views,1 year ago,
6 Tips on Being a Successful Entrepreneur | John Mullins | TED,https://www.youtube.com/watch?v=eHJnEHyyN1Y,2.1M views,1 year ago,
What Makes Someone Vote Against Their Political Party? | Sarah Longwell | TED,https://www.youtube.com/watch?v=hMutHPLkUYM,50K views,1 year ago,
"Wild, Intricate Sculptures — Made Out of My Hair | Laetitia Ky | TED",https://www.youtube.com/watch?v=5VMqDfuU8QM,44K views,1 year ago,
How Babies Think About Danger | Shari Liu | TED,https://www.youtube.com/watch?v=6djPLVa9aQ4,46K views,1 year ago,
Lessons from the Past on Adapting to Climate Change | Laprisha Berry Daniels | TED,https://www.youtube.com/watch?v=nfRxGGl6wOU,63K views,1 year ago,
Leadership in the Age of AI | Paul Hudson and Lindsay Levin | TED,https://www.youtube.com/watch?v=CWEWBgVwFc8,95K views,1 year ago,
"A Reframing of Masculinity, Rooted in Empathy | Gary Barker | TED",https://www.youtube.com/watch?v=coAopEn8Fn4,39K views,1 year ago,
What If a Simple Blood Test Could Detect Cancer? | Hani Goodarzi | TED,https://www.youtube.com/watch?v=A3WrAEm3PXU,55K views,1 year ago,
"""Universe"" / ""Statues"" / ""Liberation"" | Buzz | TED",https://www.youtube.com/watch?v=p9-39oGccqc&pp=0gcJCX4JAYcqIYzv,39K views,1 year ago,
Can a Simple Brick Be the Next Great Battery? | John O'Donnell | TED,https://www.youtube.com/watch?v=X6Wgd4v_yW8,232K views,1 year ago,
Advice for Leaders on Creating a Culture of Belonging | Melonie D. Parker | TED,https://www.youtube.com/watch?v=OuVqGrko56s&pp=0gcJCX4JAYcqIYzv,39K views,1 year ago,
Your Creative Superpowers Can Help Protect Democracy | Sofia Ongele | TED,https://www.youtube.com/watch?v=LPW5Zx3ntZo&pp=0gcJCX4JAYcqIYzv,33K views,1 year ago,
How Film Changes the Way We See the World | Ava DuVernay | TED,https://www.youtube.com/watch?v=9C7jAAxWnqA,68K views,1 year ago,
Do Gut Microbes Control Your Personality? | Kathleen McAuliffe | TED,https://www.youtube.com/watch?v=UjGMiChiUFc,532K views,1 year ago,
Fight for Justice — Even if You Don’t Live To See It | Golriz Lucina | TED,https://www.youtube.com/watch?v=BiuCP0QFg5k,60K views,1 year ago,
What If Advertising Was Honest? | Sylvester Chauke | TED,https://www.youtube.com/watch?v=icQS5_mOx7U,75K views,1 year ago,
The Beauty of Wildlife — and an Artistic Call to Protect It | Isabella Kirkland | TED,https://www.youtube.com/watch?v=2tOWLPm4ov4,32K views,1 year ago,
Let Curiosity Lead | Yara Shahidi | TED,https://www.youtube.com/watch?v=5xBpkc7-w3A,224K views,1 year ago,
Could AI Give You X-Ray Vision? | Tara Boroushaki | TED,https://www.youtube.com/watch?v=MA-uwhr50FU,45K views,1 year ago,
Enough Red Tape – We Need To Say Yes to Clean Energy | Rich Powell | TED,https://www.youtube.com/watch?v=ku1ht_ZAU-w,35K views,1 year ago,
What Happens When We Deny People Abortions? | Diana Greene Foster | TED,https://www.youtube.com/watch?v=L-FTI14OVrg,110K views,1 year ago,
How to Build Democracy — in an Authoritarian Country | Tessza Udvarhelyi | TED,https://www.youtube.com/watch?v=-QkDwqktaVk,41K views,1 year ago,
Is Alternative Meat the Recipe for a Healthier Planet? | Tao Zhang | TED,https://www.youtube.com/watch?v=647itg-A_aw,43K views,1 year ago,
The US vs. Itself — and Other Top Global Risks in 2024 | Ian Bremmer | TED,https://www.youtube.com/watch?v=CpaWSRLCx44,354K views,1 year ago,
It's Time for Infectious Generosity. Here's How | Chris Anderson | TED,https://www.youtube.com/watch?v=I1ouTj1BQec,138K views,1 year ago,
How AI Can Help You Turn an Idea Into the Next Great App | Amjad Masad | TED,https://www.youtube.com/watch?v=kCudFI4tcpg,93K views,1 year ago,
Don't Be a Jerk to Your Barista — and Other Thoughts on Frontline Work | Adriann Negreros | TED,https://www.youtube.com/watch?v=WaE2IlpO4vQ,27K views,1 year ago,
The Vital Data You Flush Down the Toilet | Newsha Ghaeli | TED,https://www.youtube.com/watch?v=XqRMV8ICMiM,61K views,1 year ago,
What’s Your Leadership Language? | Rosita Najmi | TED,https://www.youtube.com/watch?v=3DdSiJB8Bo0,89K views,1 year ago,
Life Is Hard. Art Helps | Liana Finck | TED,https://www.youtube.com/watch?v=HYkMo0hi-Yw,96K views,1 year ago,
Why You Should Embrace Mediocrity | Crispin Thurlow | TED,https://www.youtube.com/watch?v=AxxMiihvKgg,90K views,1 year ago,
"""Hey Look Ma, I Made It"" / ""Believer"" | Detroit Youth Choir | TED",https://www.youtube.com/watch?v=SR5BYiwJZfw,41K views,1 year ago,
What Happens As We Die? | Kathryn Mannix | TED,https://www.youtube.com/watch?v=v9f6twy70iM,631K views,1 year ago,
"When AI Can Fake Reality, Who Can You Trust? | Sam Gregory | TED",https://www.youtube.com/watch?v=Hnjr7o-HNx8,136K views,1 year ago,
How to Build a Global Pro-Democracy Movement | Yordanos Eyoel | TED,https://www.youtube.com/watch?v=qjGmzBp2fFk,43K views,1 year ago,
Why Businesses Need a Dreamer’s Magic and a Doer’s Realism | Beth Viner | TED,https://www.youtube.com/watch?v=x92AnU6MUr0,89K views,1 year ago,
My Mission to Change the Narrative of Mental Health | Glenn Close | TED,https://www.youtube.com/watch?v=G5UT0K_NEig,50K views,1 year ago,
Time Is Running Out on Climate Change. The Metaverse Could Help | Cedrik Neike | TED,https://www.youtube.com/watch?v=870tYRNh86o,43K views,1 year ago,
Why AI Will Spark Exponential Economic Growth | Cathie Wood | TED,https://www.youtube.com/watch?v=rQEh7d-qa38,447K views,1 year ago,
How Acts of Kindness Sparked a Global Movement | Asha Curran | TED,https://www.youtube.com/watch?v=YdTKcdyIYkA,149K views,1 year ago,
AI’s Single Point of Failure | Rob Toews | TED,https://www.youtube.com/watch?v=AJGrdtKT3LM,229K views,1 year ago,
How Stress Drains Your Brain — and What To Do About It | Nicole Byers | TED,https://www.youtube.com/watch?v=LrtlmbkvvEs,196K views,1 year ago,
What Will Happen to Marketing in the Age of AI? | Jessica Apotheker | TED,https://www.youtube.com/watch?v=3MwMII8n1qM,633K views,1 year ago,
TED Explores: A New Climate Vision | TED Countdown,https://www.youtube.com/watch?v=oF7UMeVQxHk,41K views,1 year ago,
Can AI Catch What Doctors Miss? | Eric Topol | TED,https://www.youtube.com/watch?v=ll5LY7wI_Xc,168K views,1 year ago,
How to Stop the Next Pandemic? Stop Deforestation | Neil Vora | TED,https://www.youtube.com/watch?v=VFRzeYCk8MI,35K views,1 year ago,
The Transformative Potential of AGI — and When It Might Arrive | Shane Legg and Chris Anderson | TED,https://www.youtube.com/watch?v=kMUdrUP-QCs&pp=0gcJCX4JAYcqIYzv,210K views,1 year ago,
How to Find Humor in Life's Absurdity | Maira Kalman | TED,https://www.youtube.com/watch?v=o8Hg5TtT-OQ,61K views,1 year ago,
A Playbook for Financing Climate Solutions | Nili Gilbert and David Blood | TED,https://www.youtube.com/watch?v=2ohQatXCS2Y,22K views,1 year ago,
Democracy Works — We Just Need Better Leaders | Lindiwe Mazibuko | TED,https://www.youtube.com/watch?v=TiyBdAvnLCw,34K views,1 year ago,
The Science Behind How Sickness Shapes Your Mood | Keely Muscatell | TED,https://www.youtube.com/watch?v=zIXuLsXwsWs,90K views,1 year ago,
"How to Harness Abundant, Clean Energy for 10 Billion People | Julio Friedmann | TED",https://www.youtube.com/watch?v=bwEIqjU2qgk&pp=0gcJCX4JAYcqIYzv,142K views,1 year ago,
Can We Hack Photosynthesis to Feed the World? | Steve Long | TED,https://www.youtube.com/watch?v=s_gjrvhPKt0,45K views,1 year ago,
Life on the Frontlines of War Reporting | Jane Ferguson | TED,https://www.youtube.com/watch?v=Wwje8jDjm5Q,44K views,1 year ago,
The Case for a New Great Migration in the US | Charles M. Blow | TED,https://www.youtube.com/watch?v=HJtbtEn0-uk,37K views,1 year ago,
"Meet Methane, the Invisible Climate Villain | Marcelo Mena | TED",https://www.youtube.com/watch?v=HWj54Wt7uY4,29K views,1 year ago,
Why You Shouldn’t Trust Boredom | Kevin H. Gary | TED,https://www.youtube.com/watch?v=k_Xr0oGW_h4,93K views,1 year ago,
A Crash Course in Making Political Change | Katie Fahey | TED,https://www.youtube.com/watch?v=oIAQcvewgTg,67K views,1 year ago,
When Biden Met Xi (and What's Going On with the US and China) | Ian Bremmer | TED,https://www.youtube.com/watch?v=fojPLOE150c,306K views,1 year ago,
"The Exciting, Perilous Journey Toward AGI | Ilya Sutskever | TED",https://www.youtube.com/watch?v=SEkGLj0bwAU,806K views,1 year ago,
The Secret Perks of Driving Electric | Cynthia Williams | TED,https://www.youtube.com/watch?v=BJtmffAQdlo,28K views,1 year ago,
The Real Gold of Our Economy Is in Our Hands | Salvatore Cali | TED,https://www.youtube.com/watch?v=xyaf_GmVNzo,40K views,1 year ago,
Are You Really As Good at Something As You Think? | Robin Kramer | TED,https://www.youtube.com/watch?v=3Z1wAag8z54,95K views,1 year ago,
Why You Should Ditch Deadly Fossil-Fuel Appliances | Donnel Baird | TED,https://www.youtube.com/watch?v=jN-Atdqqpgw,27K views,1 year ago,
An Alternative to the “Midlife Crisis” | Chip Conley | TED,https://www.youtube.com/watch?v=iYDVJTPwGHE,68K views,1 year ago,
The Unexpected Way Spirituality Connects to Climate Change | Gopal D. Patel | TED,https://www.youtube.com/watch?v=neipUPkQZBA,35K views,1 year ago,
Returning to School Mid-Career? Here’s What You Need To Know | Candice Neveu | TED,https://www.youtube.com/watch?v=T8jz74FTUNU,39K views,1 year ago,
It’s Time To Rethink the Role of First Lady | Irina Karamanos Adrian | TED,https://www.youtube.com/watch?v=D2o7e4_IVbs,74K views,1 year ago,
The Dark Side of Competition in AI | Liv Boeree | TED,https://www.youtube.com/watch?v=WX_vN1QYgmE,151K views,1 year ago,
Photographing Nature Beyond the Limits of Human Perception | Doris Mitsch | TED,https://www.youtube.com/watch?v=tWIMlXFk0bs&pp=0gcJCX4JAYcqIYzv,78K views,1 year ago,
Is Technology Our Savior — or Our Slayer? | Ruha Benjamin | TED,https://www.youtube.com/watch?v=QO3nY_u6hos&pp=0gcJCX4JAYcqIYzv,74K views,1 year ago,
Artificial Skin? We Made It — Here's Why | Anna Maria Coclite | TED,https://www.youtube.com/watch?v=n3eROozZg10,36K views,1 year ago,
"AI Is Dangerous, but Not for the Reasons You Think | Sasha Luccioni | TED",https://www.youtube.com/watch?v=eXdVDhOGqoE,1.3M views,1 year ago,
The Powerful Possibilities of Recycling the World's Batteries | Emma Nehrenheim | TED,https://www.youtube.com/watch?v=Rr7iEH3eeQo,52K views,1 year ago,
How to Keep AI Under Control | Max Tegmark | TED,https://www.youtube.com/watch?v=xUNx_PxNHrY,170K views,1 year ago,
The Power of Unconventional Thinking | David McWilliams | TED,https://www.youtube.com/watch?v=hUPrUJ4F_Ro,161K views,1 year ago,
"How to Think Computationally About AI, the Universe and Everything | Stephen Wolfram | TED",https://www.youtube.com/watch?v=fLMZAHyrpyo,427K views,1 year ago,
How Comedy Helps Us Deal with Hard Truths | Roy Wood Jr. | TED,https://www.youtube.com/watch?v=f4m65_6sifs,44K views,1 year ago,
My Quest to End the Horror of Gun Violence in the US | Lucy McBath | TED,https://www.youtube.com/watch?v=oQ7x0OJEPNM,25K views,1 year ago,
A Simple Way to Inspire Your Team | David Burkus | TED,https://www.youtube.com/watch?v=CEHKGV9qotM,78K views,1 year ago,
How to Make Learning as Addictive as Social Media | Duolingo's Luis Von Ahn | TED,https://www.youtube.com/watch?v=P6FORpg0KVo,8.8M views,1 year ago,
A Cleaner World Could Start in a Rice Field | Jim Whitaker and Jessica Whitaker Allen | TED,https://www.youtube.com/watch?v=w7n1oYtMdEY,33K views,1 year ago,
"Caregiving Is Real Work — Let’s Treat It That Way | The Way We Work, a TED series",https://www.youtube.com/watch?v=XezfOVE9RFM,98K views,1 year ago,
The Ordinary People Doing Extraordinary Things in Ukraine | Oleksandra Matviichuk | TED,https://www.youtube.com/watch?v=lpCPRE3oSTE,42K views,1 year ago,
Let’s Reframe Cancel Culture | Sarah Jones | TED,https://www.youtube.com/watch?v=H8kr_V3fEGA,50K views,1 year ago,
The Joy of Learning Random Things on Wikipedia | Annie Rauwerda | TED,https://www.youtube.com/watch?v=WCmeOccXRq8,81K views,1 year ago,
Unions for Climate Action! | Payton M. Wilkins | TED,https://www.youtube.com/watch?v=HEkmWdapz4c&pp=0gcJCX4JAYcqIYzv,26K views,1 year ago,
"How Rest Can Make You Better at Your Job | The Way We Work, a TED series",https://www.youtube.com/watch?v=rXxUCeRVma4,138K views,1 year ago,
"What Does ""Wealth"" Mean to You? | Aisha Nyandoro | TED",https://www.youtube.com/watch?v=tPlQGy-9hSI,59K views,1 year ago,
We Actually Have a Shot at Stopping the Climate Crisis | Asmeret Asefaw Berhe | TED,https://www.youtube.com/watch?v=RB0zvhRZu-0,36K views,1 year ago,
"""Miles from Any Shoreline"" | Sarah Kay | TED",https://www.youtube.com/watch?v=NRv7r5aKgOc,56K views,1 year ago,
Work Has Changed. Why Haven’t Resumes? | Nicos Marcou | TED,https://www.youtube.com/watch?v=WMtyJw4NED8,59K views,1 year ago,
"Lessons from My Father, Alexey Navalny | Dasha Navalnaya |  TED",https://www.youtube.com/watch?v=l4Lq7gaKW4A,498K views,1 year ago,
The Tech We Need to Fight Workplace Ageism | Piyachart Phiromswad | TED,https://www.youtube.com/watch?v=B8dBA3klR0o,31K views,1 year ago,
3 Practices for Wisdom and Wholeness | Krista Tippett | TED,https://www.youtube.com/watch?v=McX2ZovIrCg,81K views,1 year ago,
"3 Ways to Better Connect with Your Coworkers | The Way We Work, a TED series",https://www.youtube.com/watch?v=zgtD2Cerots,126K views,1 year ago,
The Israel-Hamas War — and What It Means for the World | Ian Bremmer | TED,https://www.youtube.com/watch?v=wQmBsbt9blg,1.8M views,1 year ago,
How to Fix Fashion and Protect the Planet | Amy Powney | TED,https://www.youtube.com/watch?v=xnPaaxytfGs,42K views,1 year ago,
How Business Can Drive Solutions to Social Problems | Carlos Rodríguez-Pastor | TED,https://www.youtube.com/watch?v=e1AibqnDvEk&pp=0gcJCX4JAYcqIYzv,63K views,1 year ago,
The Encyclopedia of Invisibility — A Home for Lost Stories | Tavares Strachan | TED,https://www.youtube.com/watch?v=yRWf28j7yVQ,536K views,1 year ago,
10 Lessons I Learned From Being a Nerd | Jordan Dinwiddie | TED,https://www.youtube.com/watch?v=xzSpuLJoEes,47K views,1 year ago,
The Truth About Human Population Decline | Jennifer D. Sciubba | TED,https://www.youtube.com/watch?v=PImDVT8fb-I,722K views,1 year ago,
"How to Build a Freelance Career That Works for You | The Way We Work, a TED series",https://www.youtube.com/watch?v=7vtlMRV1sxY,144K views,1 year ago,
This Country Runs on 98 Percent Renewable Electricity | Ramón Méndez Galain | TED,https://www.youtube.com/watch?v=7_3XJhFBvEk,196K views,1 year ago,
The World’s Rarest Diseases — And How They Impact Everyone | Anna Greka | TED,https://www.youtube.com/watch?v=n0J1zCHURsQ,77K views,1 year ago,
Why I Gave My Teenage Daughter a Vibrator | Robin Buckley | TED,https://www.youtube.com/watch?v=h1yJYnCbNHM,135K views,1 year ago,
CRISPR's Next Advance Is Bigger Than You Think | Jennifer Doudna | TED,https://www.youtube.com/watch?v=HANo__Z8K6s,868K views,1 year ago,
"4 Tips to Future-Proof Your Career | The Way We Work, a TED series",https://www.youtube.com/watch?v=b7eMnAn_WhI,90K views,1 year ago,
How I Found Myself — By Impersonating Other People | Melissa Villaseñor | TED,https://www.youtube.com/watch?v=JFjv971_NZM,216K views,1 year ago,
Are We the Last Generation — or the First Sustainable One? | Hannah Ritchie | TED,https://www.youtube.com/watch?v=Kl3VVrggKz4,192K views,1 year ago,
The Simple Solution to Fast Fashion | Josephine Philips | TED,https://www.youtube.com/watch?v=Bh8dnw67rE0,152K views,1 year ago,
"The Secret to Successfully Pitching an Idea | The Way We Work, a TED series",https://www.youtube.com/watch?v=l0hVIH3EnlQ,435K views,1 year ago,
Can AI Help Solve the Climate Crisis? | Sims Witherspoon | TED,https://www.youtube.com/watch?v=RNhbqQefPSg,82K views,1 year ago,
How to Supercharge Renewables and Energize the World | Rebecca Collyer | TED,https://www.youtube.com/watch?v=RX8jJ9dfMuQ,30K views,1 year ago,
An Economy Powered by Sun and Wind — It’s Almost Here | Kala Constantino | TED,https://www.youtube.com/watch?v=YOHpH4ZExWQ,25K views,1 year ago,
How to Solve the World’s Biggest Problems | Natalie Cargill |  TED,https://www.youtube.com/watch?v=k7P9v9NB7fU,53K views,1 year ago,
An Extreme Weather Report From America’s Weatherman | Al Roker | TED,https://www.youtube.com/watch?v=dz7ccdJ1JfU,55K views,1 year ago,
Can the US and China Take On Climate Change Together? | Changhua Wu | TED,https://www.youtube.com/watch?v=07biEb3rCa0,41K views,1 year ago,
The Single Most Important Parenting Strategy | Becky Kennedy | TED,https://www.youtube.com/watch?v=PHpPtdk9rco,2.7M views,1 year ago,
Does More Freedom at Work Mean More Fulfillment? | Sarah Aviram | TED,https://www.youtube.com/watch?v=cCGoITBH2IU&pp=0gcJCX4JAYcqIYzv,39K views,1 year ago,
Birds Aren’t Real? How a Conspiracy Takes Flight | Peter McIndoe | TED,https://www.youtube.com/watch?v=3VEkzweBJPM,1.2M views,1 year ago,
"How to Succeed in Your New Job | The Way We Work, a TED series",https://www.youtube.com/watch?v=WgR6mUSsEig,205K views,1 year ago,
Our Creative Relationship With AI Is Just Beginning | K Allado-McDowell | TED,https://www.youtube.com/watch?v=gY5GA_L9NXM,35K views,1 year ago,
How to Take the BS Out of Business Speak | Bob Wiltfong | TED,https://www.youtube.com/watch?v=41fjuqBaUt4,135K views,1 year ago,
"Why You Should Stop Setting Goals (Yes, Really) | Emmanuel Acho | TED",https://www.youtube.com/watch?v=AA4N5ZFefqs,149K views,1 year ago,
How to Hack Your Brain When You're in Pain | Amy Baxter | TED,https://www.youtube.com/watch?v=5SpaXqAQ4Wo,480K views,1 year ago,
How “Digital Twins” Could Help Us Predict the Future | Karen Willcox | TED,https://www.youtube.com/watch?v=r2_VWdjxchY,162K views,1 year ago,
How Labor Unions Create Worker Power | How to Be a Better Human | TED,https://www.youtube.com/watch?v=oCgewIIKbSA,29K views,1 year ago,
The AI-Powered Tools Supercharging Your Imagination | Bilawal Sidhu | TED,https://www.youtube.com/watch?v=eZsVDMsBTCQ,71K views,1 year ago,
Why Rivals Are Working Together to Transform Shipping | Bo Cerup-Simonsen | TED,https://www.youtube.com/watch?v=mvRoOyY40yI,31K views,1 year ago,
The First-Ever Cargo Ship Powered By Green Fuel | Morten Bo Christiansen | TED,https://www.youtube.com/watch?v=MeSJjSJB8hs,30K views,1 year ago,
"The Dream of Digital Ownership, Powered by the Metaverse | Yat Siu | TED",https://www.youtube.com/watch?v=IPvR43dRmRY,837K views,1 year ago,
"The ""Adjacent Possible"" – and How It Explains Human Innovation | Stuart Kauffman | TED",https://www.youtube.com/watch?v=nEtATZePGmg,49K views,1 year ago,
How AI Art Could Enhance Humanity’s Collective Memory | Refik Anadol | TED,https://www.youtube.com/watch?v=iz7diOuaTos,92K views,1 year ago,
What’s It like to Be a Giant Sequoia Tree? | Ersin Han Ersin | TED,https://www.youtube.com/watch?v=Vue9SlKTaTg,36K views,1 year ago,
The Molecular Love Story That Could Help Power the World | Olivia Breese | TED,https://www.youtube.com/watch?v=24wBKuU2rfE,85K views,1 year ago,
How to Meet Your Child's Difficult Behavior with Compassion | Yvonne Newbold | TED,https://www.youtube.com/watch?v=b2tcLJWNTWM,70K views,1 year ago,
The Climate Crisis Is Expensive – Here’s Who Should Pay for It | Avinash Persaud | TED,https://www.youtube.com/watch?v=8MyHLz6Spoc,72K views,1 year ago,
Why Real Change Is About More Than Just Going Viral | Taylor Cassidy | TED,https://www.youtube.com/watch?v=nh4N5GBB390,42K views,1 year ago,
A Mysterious Design That Appears Across Millennia | Terry Moore | TED,https://www.youtube.com/watch?v=XqUOgqlZ8bc,2.5M views,1 year ago,
Is the US Headed Towards Another Civil War? | Barbara F. Walter | TED,https://www.youtube.com/watch?v=Yilgr2SJ3xQ,1M views,1 year ago,
"""Say What!"" / ""Nervous"" | Tolliver | TED",https://www.youtube.com/watch?v=Ay92O1lUfqI,29K views,1 year ago,
"In the Age of AI Art, What Can Originality Look Like? | Eileen Isagon Skyers | TED",https://www.youtube.com/watch?v=uA70ZGCC1f4,92K views,1 year ago,
How Targeted Ads Might Just Save Your Life | Sandersan Onie | TED,https://www.youtube.com/watch?v=vi1Cun6mnVM,32K views,1 year ago,
A Case for Color Blindness | Coleman Hughes | TED,https://www.youtube.com/watch?v=QxB3b7fxMEA,409K views,1 year ago,
The Beauty of Building With Mud and Trash | Vinu Daniel | TED,https://www.youtube.com/watch?v=EumE_9qkXI8,96K views,1 year ago,
What the Fossil Fuel Industry Doesn't Want You To Know | Al Gore | TED,https://www.youtube.com/watch?v=xgZC6da4mco,782K views,1 year ago,
The Magic of a Creative Career | Michael Sheen | TED,https://www.youtube.com/watch?v=cEG0Tp-iLuo,146K views,1 year ago,
Climate Action Is on the Cusp of Exponential Growth | Simon Stiell | TED,https://www.youtube.com/watch?v=kioUmpJQbKM,46K views,1 year ago,
Why I Built My Own Time Machine | Lucas Rizzotto | TED,https://www.youtube.com/watch?v=RkoaaVo_RgU,42K views,1 year ago,
The Power of an Image — and the Mind behind It | Misan Harriman | TED,https://www.youtube.com/watch?v=gyCxZaBboDU,47K views,1 year ago,
Blindness Isn't a Tragic Binary — It's a Rich Spectrum | Andrew Leland | TED,https://www.youtube.com/watch?v=8BkSaau8axA,42K views,1 year ago,
Can Global Food Companies Make the Shift to Regenerative Agriculture? | Steve Presley | TED,https://www.youtube.com/watch?v=jxy4j0OndPM,39K views,1 year ago,
How to Make Sure Materials Get Reused — Again and Again | Garry Cooper | TED,https://www.youtube.com/watch?v=vvIP7vabO4c,41K views,1 year ago,
Why Change Is So Scary — and How to Unlock Its Potential | Maya Shankar | TED,https://www.youtube.com/watch?v=Tt0arZN6EBM,415K views,1 year ago,
The Tree-Growing Movement Restoring Africa’s Vital Landscapes | Wanjira Mathai | TED,https://www.youtube.com/watch?v=0VP-CjYHqJA,31K views,1 year ago,
The Growing Megafire Crisis — and How to Contain It | George T. Whitesides | TED,https://www.youtube.com/watch?v=M66jkJMH3DI,59K views,1 year ago,
How to Be a Leader for Climate Justice | David Lammy and Justin J. Pearson | TED,https://www.youtube.com/watch?v=qcmNFKr-Qyk,27K views,1 year ago,
Is Remote Work Better Than Being in the Office? It's Complicated | Mark Mortensen | TED,https://www.youtube.com/watch?v=8cF442d-EdQ,155K views,1 year ago,
Could an Orca Give a TED Talk? | Karen Bakker | TED,https://www.youtube.com/watch?v=FvchLmGiXfY,118K views,1 year ago,
Why Are We Making Pizza Boxes Out of Endangered Trees? | Nicole Rycroft | TED,https://www.youtube.com/watch?v=PJkoLzVNAEY,50K views,1 year ago,
Detroit's Climate Crisis — and How to Build a Resilient Future Everywhere | Anika Goss | TED,https://www.youtube.com/watch?v=T8qVFOK_rK8,39K views,1 year ago,
The Renewable Energy Revolution Happening in Ukraine | Maxim Timchenko | TED,https://www.youtube.com/watch?v=jLkRvdPliaE,55K views,1 year ago,
Will Superintelligent AI End the World? | Eliezer Yudkowsky | TED,https://www.youtube.com/watch?v=Yd0yQ9yxSYY,299K views,1 year ago,
"War, AI and the New Global Arms Race | Alexandr Wang | TED",https://www.youtube.com/watch?v=EpipswT-LuE,258K views,1 year ago,
School Is Just the Start. Here's How to Help Girls Succeed for Life | Angeline Murimirwa | TED,https://www.youtube.com/watch?v=4IJHuTMLa7E,62K views,1 year ago,
Why Thinking About Death Helps You Live a Better Life | Alua Arthur | TED,https://www.youtube.com/watch?v=IkeuKPZxEhM,233K views,1 year ago,
How Life on Earth Adapts to You and Me | Shane Campbell-Staton | TED,https://www.youtube.com/watch?v=zVL22EELNng,50K views,1 year ago,
How Your Company Can Gain a Global Talent Advantage | Johann Daniel Harnoss | TED,https://www.youtube.com/watch?v=U-BHz_UIOfs,38K views,1 year ago,
How to Unleash Your Inner Maximalist Through Costume | Machine Dazzle | TED,https://www.youtube.com/watch?v=8eYoUNEkijk,29K views,1 year ago,
"Why Iranians Are Cutting Their Hair for ""Woman, Life, Freedom"" | Sahar Zand | TED",https://www.youtube.com/watch?v=sbZWB2nAEAE,61K views,1 year ago,
A Powerful New Neurotech Tool for Augmenting Your Mind | Conor Russomanno | TED,https://www.youtube.com/watch?v=ZkWJem3LY5E,361K views,1 year ago,
